market_id,slug,question,n_outcomes
2298926,will-spacexs-valuation-hit-high-1pt6t-by-june-30,Will SpaceX's valuation hit (HIGH) $1.6T by June 30?,1
2298930,will-spacexs-valuation-hit-low-1pt35t-by-june-30,Will SpaceX's valuation hit (LOW) $1.35T by June 30?,1
2298911,will-spacexs-valuation-hit-high-3pt0t-by-june-30,Will SpaceX's valuation hit (HIGH) $3.0T by June 30?,1
2298915,will-spacexs-valuation-hit-high-2pt5t-by-june-30,Will SpaceX's valuation hit (HIGH) $2.5T by June 30?,1
2298922,will-spacexs-valuation-hit-high-1pt75t-by-june-30,Will SpaceX's valuation hit (HIGH) $1.75T by June 30?,1
2298906,will-spacexs-valuation-hit-high-4pt0t-by-june-30,Will SpaceX's valuation hit (HIGH) $4.0T by June 30?,1
2298908,will-spacexs-valuation-hit-high-3pt5t-by-june-30,Will SpaceX's valuation hit (HIGH) $3.5T by June 30?,1
2298928,will-spacexs-valuation-hit-high-1pt5t-by-june-30,Will SpaceX's valuation hit (HIGH) $1.5T by June 30?,1
2298918,will-spacexs-valuation-hit-high-2pt0t-by-june-30,Will SpaceX's valuation hit (HIGH) $2.0T by June 30?,1
2298929,will-spacexs-valuation-hit-low-1pt4t-by-june-30,Will SpaceX's valuation hit (LOW) $1.4T by June 30?,1
2298931,will-spacexs-valuation-hit-low-1pt3t-by-june-30,Will SpaceX's valuation hit (LOW) $1.3T by June 30?,1
902299,will-the-10-year-treasury-yield-hit-4pt3-before-2027-562,Will the 10-year Treasury yield hit 4.3% before 2027?,1
902298,will-the-10-year-treasury-yield-hit-4pt4-before-2027-698-317,Will the 10-year Treasury yield hit 4.4% before 2027?,1
677021,will-the-10-year-treasury-yield-hit-4pt5-before-2027-372-618,Will the 10-year Treasury yield hit 4.5% before 2027?,1
677023,will-the-10-year-treasury-yield-hit-4pt8-before-2027-692-434,Will the 10-year Treasury yield hit 4.8% before 2027?,1
677025,will-the-10-year-treasury-yield-hit-5pt2-before-2027-457-991,Will the 10-year Treasury yield hit 5.2% before 2027?,1
677027,will-the-10-year-treasury-yield-hit-5pt7-before-2027-988-682,Will the 10-year Treasury yield hit 5.7% before 2027?,1
677022,will-the-10-year-treasury-yield-hit-4pt6-before-2027-181-442,Will the 10-year Treasury yield hit 4.6% before 2027?,1
677024,will-the-10-year-treasury-yield-hit-5pt0-before-2027-735-167,Will the 10-year Treasury yield hit 5.0% before 2027?,1
677026,will-the-10-year-treasury-yield-hit-5pt5-before-2027-997-245,Will the 10-year Treasury yield hit 5.5% before 2027?,1
677028,will-the-10-year-treasury-yield-hit-6pt0-before-2027-269-656,Will the 10-year Treasury yield hit 6.0% before 2027?,1
677138,will-the-10-year-treasury-yield-dip-below-4pt0-before-2027,Will the 10-year Treasury yield dip below 4.0% before 2027?,1
677140,will-the-10-year-treasury-yield-dip-below-3pt0-before-2027-261,Will the 10-year Treasury yield dip below 3.0% before 2027?,1
677142,will-the-10-year-treasury-yield-dip-below-1pt0-before-2027-748,Will the 10-year Treasury yield dip below 1.0% before 2027?,1
677144,will-the-10-year-treasury-yield-dip-below-3pt7-before-2027-737,Will the 10-year Treasury yield dip below 3.7% before 2027?,1
677146,will-the-10-year-treasury-yield-dip-below-3pt9-before-2027-794,Will the 10-year Treasury yield dip below 3.9% before 2027?,1
677139,will-the-10-year-treasury-yield-dip-below-3pt5-before-2027-431,Will the 10-year Treasury yield dip below 3.5% before 2027?,1
677141,will-the-10-year-treasury-yield-dip-below-2pt0-before-2027-312,Will the 10-year Treasury yield dip below 2.0% before 2027?,1
677143,will-the-10-year-treasury-yield-dip-below-3pt6-before-2027-662,Will the 10-year Treasury yield dip below 3.6% before 2027?,1
677145,will-the-10-year-treasury-yield-dip-below-3pt8-before-2027-914,Will the 10-year Treasury yield dip below 3.8% before 2027?,1
2298738,will-anthropics-valuation-hit-high-1pt25t-by-june-30,Will Anthropic’s valuation hit (HIGH) $1.25T by June 30?,1
2298743,will-anthropics-valuation-hit-high-925b-by-june-30,Will Anthropic’s valuation hit (HIGH) $925B by June 30?,1
2298745,will-anthropics-valuation-hit-low-850b-by-june-30,Will Anthropic’s valuation hit (LOW) $850B by June 30?,1
2298746,will-anthropics-valuation-hit-low-800b-by-june-30,Will Anthropic’s valuation hit (LOW) $800B by June 30?,1
2298740,will-anthropics-valuation-hit-high-1pt0t-by-june-30,Will Anthropic’s valuation hit (HIGH) $1.0T by June 30?,1
2298739,will-anthropics-valuation-hit-high-1pt1t-by-june-30,Will Anthropic’s valuation hit (HIGH) $1.1T by June 30?,1
2298741,will-anthropics-valuation-hit-high-975b-by-june-30,Will Anthropic’s valuation hit (HIGH) $975B by June 30?,1
2298736,will-anthropics-valuation-hit-high-1pt75t-by-june-30,Will Anthropic’s valuation hit (HIGH) $1.75T by June 30?,1
2298737,will-anthropics-valuation-hit-high-1pt5t-by-june-30,Will Anthropic’s valuation hit (HIGH) $1.5T by June 30?,1
2298742,will-anthropics-valuation-hit-high-950b-by-june-30,Will Anthropic’s valuation hit (HIGH) $950B by June 30?,1
2298744,will-anthropics-valuation-hit-low-875b-by-june-30,Will Anthropic’s valuation hit (LOW) $875B by June 30?,1
2298747,will-anthropics-valuation-hit-low-750b-by-june-30,Will Anthropic’s valuation hit (LOW) $750B by June 30?,1
573829,grok-5-released-by-december-31,Grok 5 released by December 31?,1
573830,grok-5-released-by-march-31-2026,"Grok 5 released by March 31, 2026?",1
1301998,grok-5-released-by-june-30-2026,"Grok 5 released by June 30, 2026?",1
1073738,major-meteor-strike-10kt-in-2026,Major meteor strike (10kt+) in 2026?,1
1808545,fed-rate-hike-by-june-2026-meeting,Fed Rate Hike by June 2026 Meeting?,1
1808547,fed-rate-hike-by-september-2026-meeting,Fed Rate Hike by September 2026 Meeting?,1
1808544,fed-rate-hike-by-april-2026-meeting,Fed Rate Hike by April 2026 Meeting?,1
1808546,fed-rate-hike-by-july-2026-meeting,Fed Rate Hike by July 2026 Meeting?,1
1808548,fed-rate-hike-by-october-2026-meeting,Fed Rate Hike by October 2026 Meeting?,1
2008486,kevin-warsh-cuts-rates-at-first-fed-meeting,Kevin Warsh cuts rates at first Fed meeting?,1
1280313,will-google-gemini-score-at-least-40-on-the-frontiermath-benchmark,Will Google Gemini score at least 40% on the FrontierMath Benchmark?,1
1280314,will-google-gemini-score-at-least-50-on-the-frontiermath-benchmark-817,Will Google Gemini score at least 50% on the FrontierMath Benchmark?,1
1280315,will-google-gemini-score-at-least-60-on-the-frontiermath-benchmark-552,Will Google Gemini score at least 60% on the FrontierMath Benchmark?,1
1280316,will-google-gemini-score-at-least-70-on-the-frontiermath-benchmark-318,Will Google Gemini score at least 45% on the FrontierMath Benchmark?,1
999095,ecb-rate-hike-in-2026,ECB rate hike in 2026?,1
896056,will-paramount-close-warner-bros-acquisition-by-end-of-2026,Will Paramount close Warner Bros. acquisition by end of 2026?,1
2167510,will-jetblue-announce-bankruptcy-by-december-31,Will JetBlue announce bankruptcy by December 31?,1
2167511,will-frontier-airlines-announce-bankruptcy-by-december-31,Will Frontier Airlines announce bankruptcy by December 31?,1
2167512,will-allegiant-announce-bankruptcy-by-december-31,Will Allegiant announce bankruptcy by December 31?,1
2167513,will-american-airlines-announce-bankruptcy-by-december-31,Will American Airlines announce bankruptcy by December 31?,1
2167514,will-alaska-airlines-announce-bankruptcy-by-december-31,Will Alaska Airlines announce bankruptcy by December 31?,1
1819217,will-railbird-self-certify-sports-event-contracts-by-june-30-2026,"Will Railbird self-certify sports event contracts by June 30, 2026?",1
1819219,will-the-chicago-mercantile-exchange-self-certify-sports-event-contracts-by-june-30-2026,"Will the Chicago Mercantile Exchange self-certify sports event contracts by June 30, 2026?",1
1819221,will-intercontinental-exchange-self-certify-sports-event-contracts-by-june-30-2026,"Will Intercontinental Exchange self-certify sports event contracts by June 30, 2026?",1
1819223,will-ledgerx-self-certify-sports-event-contracts-by-june-30-2026,"Will LedgerX self-certify sports event contracts by June 30, 2026?",1
1819216,will-aristotle-self-certify-sports-event-contracts-by-june-30-2026,"Will Aristotle self-certify sports event contracts by June 30, 2026?",1
1819218,will-forecastex-self-certify-sports-event-contracts-by-june-30-2026,"Will ForecastEx self-certify sports event contracts by June 30, 2026?",1
1819220,will-cboe-futures-exchange-self-certify-sports-event-contracts-by-june-30-2026,"Will Cboe Futures Exchange self-certify sports event contracts by June 30, 2026?",1
1819222,will-the-small-exchange-self-certify-sports-event-contracts-by-june-30-2026,"Will the Small Exchange self-certify sports event contracts by June 30, 2026?",1
1819224,will-the-clearing-company-self-certify-sports-event-contracts-by-june-30-2026,"Will The Clearing Company self-certify sports event contracts by June 30, 2026?",1
676812,spacex-starship-fully-reusable-before-2027,SpaceX Starship fully reusable before 2027?,1
1088912,1-megaton-meteor-strike-in-2026,1 megaton meteor strike in 2026?,1
670370,openai-receives-federal-backstop-for-infrastructure-before-july,OpenAI receives federal backstop for infrastructure before July?,1
676817,will-tesla-launch-robotaxis-in-california-by-june-30,Will Tesla launch robotaxis in California by June 30?,1
677147,fed-emergency-rate-cut-before-2027,Fed emergency rate cut before 2027?,1
2298768,will-openais-valuation-hit-high-1pt5t-by-june-30,Will OpenAI's valuation hit (HIGH) $1.5T by June 30?,1
2298770,will-openais-valuation-hit-high-1pt1t-by-june-30,Will OpenAI's valuation hit (HIGH) $1.1T by June 30?,1
2298772,will-openais-valuation-hit-high-950b-by-june-30,Will OpenAI's valuation hit (HIGH) $950B by June 30?,1
2298774,will-openais-valuation-hit-high-875b-by-june-30,Will OpenAI's valuation hit (HIGH) $875B by June 30?,1
2298776,will-openais-valuation-hit-low-800b-by-june-30,Will OpenAI's valuation hit (LOW) $800B by June 30?,1
2298778,will-openais-valuation-hit-low-700b-by-june-30,Will OpenAI's valuation hit (LOW) $700B by June 30?,1
2298769,will-openais-valuation-hit-high-1pt25t-by-june-30,Will OpenAI's valuation hit (HIGH) $1.25T by June 30?,1
2298771,will-openais-valuation-hit-high-1pt0t-by-june-30,Will OpenAI's valuation hit (HIGH) $1.0T by June 30?,1
2298773,will-openais-valuation-hit-high-900b-by-june-30,Will OpenAI's valuation hit (HIGH) $900B by June 30?,1
2298775,will-openais-valuation-hit-high-850b-by-june-30,Will OpenAI's valuation hit (HIGH) $850B by June 30?,1
2298777,will-openais-valuation-hit-low-750b-by-june-30,Will OpenAI's valuation hit (LOW) $750B by June 30?,1
2298779,will-openais-valuation-hit-low-600b-by-june-30,Will OpenAI's valuation hit (LOW) $600B by June 30?,1
1323316,will-the-us-federal-government-take-a-stake-in-the-boeing-company,Will the US federal government take a stake in The Boeing Company?,1
1323318,will-the-us-federal-government-take-a-stake-in-openai,Will the US federal government take a stake in OpenAI?,1
1323320,will-the-us-federal-government-take-a-stake-in-nvidia-corporation,Will the US federal government take a stake in NVIDIA Corporation?,1
1323322,will-the-us-federal-government-take-a-stake-in-lockheed-martin-corporation,Will the US federal government take a stake in Lockheed Martin Corporation?,1
1323324,will-the-us-federal-government-take-a-stake-in-freeport-mcmoran-inc,Will the US federal government take a stake in Freeport-McMoRan Inc.?,1
1323326,will-the-us-federal-government-take-a-stake-in-micron-technology-inc,"Will the US federal government take a stake in Micron Technology, Inc.?",1
1323328,will-the-us-federal-government-take-a-stake-in-anthropic-pbc,Will the US federal government take a stake in Anthropic PBC?,1
1323330,will-the-us-federal-government-take-a-stake-in-eli-lilly-and-company,Will the US federal government take a stake in Eli Lilly and Company?,1
1323332,will-the-us-federal-government-take-a-stake-in-samsung-electronics-co-ltd,"Will the US federal government take a stake in Samsung Electronics Co., Ltd.?",1
1323315,will-the-us-federal-government-take-a-stake-in-anduril-industries-inc,"Will the US federal government take a stake in Anduril Industries, Inc.?",1
1323317,will-the-us-federal-government-take-a-stake-in-taiwan-semiconductor-manufacturing-company-limited,Will the US federal government take a stake in Taiwan Semiconductor Manufacturing Company Limited?,1
1323319,will-the-us-federal-government-take-a-stake-in-palantir-technologies-inc,Will the US federal government take a stake in Palantir Technologies Inc.?,1
1323321,will-the-us-federal-government-take-a-stake-in-globalfoundries-inc,Will the US federal government take a stake in GlobalFoundries Inc.?,1
1323323,will-the-us-federal-government-take-a-stake-in-tiktok-usds-joint-venture-llc-or-bytedance,Will the US federal government take a stake in TikTok USDS Joint Venture LLC or Bytedance?,1
1323325,will-the-us-federal-government-take-a-stake-in-ionq-inc,"Will the US federal government take a stake in IonQ, Inc.?",1
1323327,will-the-us-federal-government-take-a-stake-in-d-wave-quantum-inc,Will the US federal government take a stake in D-Wave Quantum Inc.?,1
1323329,will-the-us-federal-government-take-a-stake-in-rigetti-computing-inc,"Will the US federal government take a stake in Rigetti Computing, Inc.?",1
1323331,will-the-us-federal-government-take-a-stake-in-pfizer-inc,Will the US federal government take a stake in Pfizer Inc.?,1
1985079,anthropic-valued-higher-than-openai-in-2026,Anthropic valued higher than OpenAI in 2026?,1
1296554,tesla-and-xai-merger-officially-announced-by-june-30,Tesla and xAI merger officially announced by June 30?,1
2298935,will-stripes-valuation-hit-high-200b-by-june-30,Will Stripe's valuation hit (HIGH) $200B by June 30?,1
2298939,will-stripes-valuation-hit-low-172pt5b-by-june-30,Will Stripe's valuation hit (LOW) $172.5B by June 30?,1
2298940,will-stripes-valuation-hit-low-170b-by-june-30,Will Stripe's valuation hit (LOW) $170B by June 30?,1
2298932,will-stripes-valuation-hit-high-250b-by-june-30,Will Stripe's valuation hit (HIGH) $250B by June 30?,1
2298936,will-stripes-valuation-hit-high-190b-by-june-30,Will Stripe's valuation hit (HIGH) $190B by June 30?,1
2298933,will-stripes-valuation-hit-high-225b-by-june-30,Will Stripe's valuation hit (HIGH) $225B by June 30?,1
2298938,will-stripes-valuation-hit-high-180b-by-june-30,Will Stripe's valuation hit (HIGH) $180B by June 30?,1
2298934,will-stripes-valuation-hit-high-210b-by-june-30,Will Stripe's valuation hit (HIGH) $210B by June 30?,1
2298937,will-stripes-valuation-hit-high-185b-by-june-30,Will Stripe's valuation hit (HIGH) $185B by June 30?,1
2298941,will-stripes-valuation-hit-low-165b-by-june-30,Will Stripe's valuation hit (LOW) $165B by June 30?,1
2298942,will-stripes-valuation-hit-low-160b-by-june-30,Will Stripe's valuation hit (LOW) $160B by June 30?,1
2129196,chirayu-rana-divorced,Chirayu Rana divorced?,1
1298547,will-spacex-or-openai-first-ipo-before-2028,Will SpaceX or OpenAI IPO first?,1
1335135,will-eurusd-hit-1pt40-high-in-2026,Will EUR/USD hit 1.40 (High) in 2026?,1
1335136,will-eurusd-hit-1pt35-high-in-2026,Will EUR/USD hit 1.35 (High) in 2026?,1
1335137,will-eurusd-hit-1pt30-high-in-2026,Will EUR/USD hit 1.30 (High) in 2026?,1
1335138,will-eurusd-hit-1pt26-high-in-2026,Will EUR/USD hit 1.26 (High) in 2026?,1
1335139,will-eurusd-hit-1pt24-high-in-2026,Will EUR/USD hit 1.24 (High) in 2026?,1
1335140,will-eurusd-hit-1pt22-high-in-2026,Will EUR/USD hit 1.22 (High) in 2026?,1
1335141,will-eurusd-hit-1pt20-high-in-2026,Will EUR/USD hit 1.20 (High) in 2026?,1
1335142,will-eurusd-hit-1pt16-low-in-2026,Will EUR/USD hit 1.16 (Low) in 2026?,1
1335143,will-eurusd-hit-1pt14-low-in-2026,Will EUR/USD hit 1.14 (Low) in 2026?,1
1335144,will-eurusd-hit-1pt12-low-in-2026,Will EUR/USD hit 1.12 (Low) in 2026?,1
1335145,will-eurusd-hit-1pt10-low-in-2026,Will EUR/USD hit 1.10 (Low) in 2026?,1
1335146,will-eurusd-hit-1pt05-low-in-2026,Will EUR/USD hit 1.05 (Low) in 2026?,1
1335147,will-eurusd-hit-1pt00-low-in-2026,Will EUR/USD hit 1.00 (Low) in 2026?,1
676847,ai-model-scores-90-on-frontiermath-benchmark-before-2027,AI model scores ≥ 90% on FrontierMath Benchmark before 2027?,1
1590316,will-uber-ask-travis-kalanick-back,"Will Uber ask Travis Kalanick back by June 30, 2027?",1
670098,canada-recession-before-2027,Canada recession before 2027?,1
2321568,will-openai-file-for-an-ipo-by-may-22-2026,"Will OpenAI file for an IPO by May 22, 2026?",1
2321569,will-openai-file-for-an-ipo-by-may-26-2026,"Will OpenAI file for an IPO by May 26, 2026?",1
2321570,will-openai-file-for-an-ipo-by-may-29-2026,"Will OpenAI file for an IPO by May 29, 2026?",1
2321571,will-openai-file-for-an-ipo-by-june-5-2026,"Will OpenAI file for an IPO by June 5, 2026?",1
negrisk::101772,evt::fed-decision-in-june-825,Fed Decision in June?,5
negrisk::102763,evt::how-many-spacex-starship-launches-reach-space-in-2026,How many SpaceX Starship launches reach space in 2026?,8
negrisk::104392,evt::what-will-spacexs-public-ticker-be,What will SpaceX's public ticker be?,19
negrisk::145689,evt::perplexity-ipo-closing-market-cap,Perplexity IPO Closing Market Cap,8
negrisk::159954,evt::what-will-the-fed-rate-be-at-the-end-of-2026,What will the Fed rate be at the end of 2026?,15
negrisk::164439,evt::strava-ipo-closing-market-cap,Strava IPO Closing Market Cap,9
negrisk::183726,evt::spacex-ipo-closing-market-cap-higher-strikes,SpaceX IPO Closing Market Cap (Lower Strikes),8
negrisk::192082,evt::fed-decisions-mar-jun,Fed decisions (Mar-Jun),9
negrisk::196914,evt::largest-ipo-by-market-cap-in-2026-287,Largest IPO by market cap in 2026?,74
negrisk::197776,evt::anthropic-ipo-closing-market-cap-119,Anthropic IPO Closing Market Cap (Lower Brackets),7
negrisk::200421,evt::in-which-month-will-spacex-ipo,In which month will SpaceX IPO?,12
negrisk::287166,evt::bank-of-england-decision-in-june-221,Bank of England decision in June?,5
negrisk::287195,evt::bank-of-japan-decision-in-june,Bank of Japan Decision in June?,4
negrisk::287227,evt::ecb-interest-rates-june-2026,ECB Interest Rates: June 2026,5
negrisk::287395,evt::fed-decision-in-july-181,Fed Decision in July?,5
negrisk::301531,evt::bank-of-brazil-decision-in-june,Bank of Brazil Decision in June?,3
negrisk::307967,evt::spacex-ipo-closing-market-cap,SpaceX IPO Closing Market Cap,8
negrisk::308002,evt::how-much-will-spacex-raise-in-its-ipo,How much will SpaceX raise in its IPO?,10
negrisk::308036,evt::which-exchange-will-spacex-list-on,Which exchange will SpaceX list on?,3
negrisk::308134,evt::what-will-spacexs-ipo-valuation-be,What will SpaceX’s IPO valuation be?,7
negrisk::385555,evt::3rd-largest-company-end-of-may,3rd largest company end of May?,29
negrisk::385556,evt::2nd-largest-company-end-of-may,2nd largest company end of May?,29
negrisk::385557,evt::largest-company-end-of-may-167,Largest Company end of May?,29
negrisk::428957,evt::anthropic-ipo-closing-market-cap-979,Anthropic IPO Closing Market Cap,7
negrisk::477999,evt::may-inflation-us-annual,May Inflation US - Annual,12
negrisk::48292,evt::openai-ipo-closing-market-cap,OpenAI IPO Closing Market Cap,7
negrisk::48295,evt::fannie-mae-ipo-closing-market-cap,Fannie Mae IPO Closing Market Cap,7
negrisk::48296,evt::freddie-mac-ipo-closing-market-cap,Freddie Mac IPO Closing Market Cap,6
negrisk::48297,evt::databricks-ipo-closing-market-cap,Databricks IPO Closing Market Cap,8
negrisk::48298,evt::stripe-ipo-closing-market-cap,Stripe IPO Closing Market Cap,6
negrisk::48299,evt::discord-ipo-closing-market-cap,Discord IPO Closing Market Cap,6
negrisk::48300,evt::anthropic-ipo-closing-market-cap,Anthropic IPO Closing Market Cap,7
negrisk::51456,evt::how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,13
negrisk::57711,evt::largest-company-end-of-june-712,Largest Company end of June?,28
negrisk::79041,evt::largest-company-end-of-december-2026,Largest Company end of December 2026?,28
negrisk::98374,evt::spacex-ipo-closing-market-cap-lowest-strikes,SpaceX IPO Closing Market Cap (Lowest Strikes),8
