market_id,micro_group_id,group_label,relationship,rank,confidence,rationale
1959320,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,15,high,"Same event, different deadlines; earlier deadline is subset of later."
2047423,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,16,high,"Same event, different deadlines; earlier deadline is subset of later."
2047424,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,17,high,"Same event, different deadlines; earlier deadline is subset of later."
2297874,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,18,high,"Same event, different deadlines; earlier deadline is subset of later."
2354043,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,19,high,"Same event, different deadlines; earlier deadline is subset of later."
2109449,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,20,high,"Same event, different deadlines; earlier deadline is subset of later."
2354044,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,21,high,"Same event, different deadlines; earlier deadline is subset of later."
2354045,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,22,high,"Same event, different deadlines; earlier deadline is subset of later."
2297890,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,23,high,"Same event, different deadlines; earlier deadline is subset of later."
2109450,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,24,high,"Same event, different deadlines; earlier deadline is subset of later."
2297891,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,25,high,"Same event, different deadlines; earlier deadline is subset of later."
2340839,geopolitics-45,US announces new Iran agreement/ceasefire extension,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2340840,geopolitics-45,US announces new Iran agreement/ceasefire extension,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2340841,geopolitics-45,US announces new Iran agreement/ceasefire extension,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2340842,geopolitics-45,US announces new Iran agreement/ceasefire extension,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2354001,geopolitics-45,US announces new Iran agreement/ceasefire extension,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2354002,geopolitics-45,US announces new Iran agreement/ceasefire extension,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
2364498,geopolitics-45,US announces new Iran agreement/ceasefire extension,IMPLIES,6,high,"Same event, different deadlines; earlier deadline is subset of later."
2364499,geopolitics-45,US announces new Iran agreement/ceasefire extension,IMPLIES,7,high,"Same event, different deadlines; earlier deadline is subset of later."
2340843,geopolitics-45,US announces new Iran agreement/ceasefire extension,IMPLIES,8,high,"Same event, different deadlines; earlier deadline is subset of later."
2364500,geopolitics-45,US announces new Iran agreement/ceasefire extension,IMPLIES,9,high,"Same event, different deadlines; earlier deadline is subset of later."
2340844,geopolitics-45,US announces new Iran agreement/ceasefire extension,IMPLIES,10,high,"Same event, different deadlines; earlier deadline is subset of later."
2354003,geopolitics-45,US announces new Iran agreement/ceasefire extension,IMPLIES,11,high,"Same event, different deadlines; earlier deadline is subset of later."
2111562,geopolitics-46,Will Trump agree to Iranian oil sanction relief,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2321466,geopolitics-46,Will Trump agree to Iranian oil sanction relief,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2111564,geopolitics-47,Will Trump agree to unfreeze Iranian assets,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2321468,geopolitics-47,Will Trump agree to unfreeze Iranian assets,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2126545,geopolitics-48,Will JD Vance have a diplomatic meeting with Iran,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2126546,geopolitics-48,Will JD Vance have a diplomatic meeting with Iran,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2126547,geopolitics-48,Will JD Vance have a diplomatic meeting with Iran,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
581165,geopolitics-49,Israel x Syria security agreement,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
612709,geopolitics-49,Israel x Syria security agreement,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
675787,geopolitics-49,Israel x Syria security agreement,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
602010,geopolitics-49,Israel x Syria security agreement,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
675788,geopolitics-49,Israel x Syria security agreement,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1116645,geopolitics-49,Israel x Syria security agreement,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
1116646,geopolitics-49,Israel x Syria security agreement,IMPLIES,6,high,"Same event, different deadlines; earlier deadline is subset of later."
628889,geopolitics-50,Israel x Hamas ceasefire cancelled,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
654677,geopolitics-50,Israel x Hamas ceasefire cancelled,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
654676,geopolitics-50,Israel x Hamas ceasefire cancelled,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
631099,geopolitics-50,Israel x Hamas ceasefire cancelled,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1090488,geopolitics-50,Israel x Hamas ceasefire cancelled,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
664748,geopolitics-50,Israel x Hamas ceasefire cancelled,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
1090489,geopolitics-50,Israel x Hamas ceasefire cancelled,IMPLIES,6,high,"Same event, different deadlines; earlier deadline is subset of later."
2159725,geopolitics-51,Israel closes its airspace,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2296151,geopolitics-51,Israel closes its airspace,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2159726,geopolitics-51,Israel closes its airspace,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2296152,geopolitics-51,Israel closes its airspace,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2241674,geopolitics-51,Israel closes its airspace,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
628926,geopolitics-52,Israel x Hamas Ceasefire Phase II,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
657427,geopolitics-52,Israel x Hamas Ceasefire Phase II,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
629776,geopolitics-52,Israel x Hamas Ceasefire Phase II,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
957644,geopolitics-52,Israel x Hamas Ceasefire Phase II,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
957645,geopolitics-52,Israel x Hamas Ceasefire Phase II,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
898685,geopolitics-52,Israel x Hamas Ceasefire Phase II,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
957646,geopolitics-52,Israel x Hamas Ceasefire Phase II,IMPLIES,6,high,"Same event, different deadlines; earlier deadline is subset of later."
677314,geopolitics-53,Israel and Indonesia normalize relations,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
677315,geopolitics-53,Israel and Indonesia normalize relations,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
549333,geopolitics-54,Israel and Syria normalize relations,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
677274,geopolitics-54,Israel and Syria normalize relations,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
677273,geopolitics-54,Israel and Syria normalize relations,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
657400,geopolitics-55,Will Hamas agree to disarm,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
570071,geopolitics-55,Will Hamas agree to disarm,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1294920,geopolitics-55,Will Hamas agree to disarm,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
677357,geopolitics-55,Will Hamas agree to disarm,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1294921,geopolitics-55,Will Hamas agree to disarm,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1121884,geopolitics-56,Israel strike on Yemen,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1641497,geopolitics-56,Israel strike on Yemen,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1641496,geopolitics-56,Israel strike on Yemen,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1121887,geopolitics-56,Israel strike on Yemen,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
665736,geopolitics-57,Foreign intervention,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1395238,geopolitics-57,Foreign intervention,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1395239,geopolitics-57,Foreign intervention,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
639928,geopolitics-58,Will Israel launch a major ground offensive,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
639929,geopolitics-58,Will Israel launch a major ground offensive,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1642010,geopolitics-58,Will Israel launch a major ground offensive,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
677398,geopolitics-58,Will Israel launch a major ground offensive,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1642009,geopolitics-58,Will Israel launch a major ground offensive,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
566718,geopolitics-59,Will Israel annex any territory,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1939065,geopolitics-59,Will Israel annex any territory,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
700881,geopolitics-59,Will Israel annex any territory,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
585583,geopolitics-60,Israel strike on Damascus,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
614696,geopolitics-60,Israel strike on Damascus,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
626789,geopolitics-60,Israel strike on Damascus,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
897530,geopolitics-60,Israel strike on Damascus,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1809580,geopolitics-61,Israel military action on Damascus,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1809581,geopolitics-61,Israel military action on Damascus,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
522057,geopolitics-62,Ukraine recognizes Russian sovereignty over its territory,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
610379,geopolitics-62,Ukraine recognizes Russian sovereignty over its territory,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1323364,geopolitics-62,Ukraine recognizes Russian sovereignty over its territory,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
523420,geopolitics-63,Ukraine election held,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
610381,geopolitics-63,Ukraine election held,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
677358,geopolitics-63,Ukraine election held,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2243894,geopolitics-64,Russia x Ukraine ceasefire agreement,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2243895,geopolitics-64,Russia x Ukraine ceasefire agreement,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2243896,geopolitics-64,Russia x Ukraine ceasefire agreement,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2243897,geopolitics-64,Russia x Ukraine ceasefire agreement,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
711244,geopolitics-65,Ukraine officially agrees to a US backed ceasefire framework,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
835892,geopolitics-65,Ukraine officially agrees to a US backed ceasefire framework,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1243277,geopolitics-65,Ukraine officially agrees to a US backed ceasefire framework,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
835893,geopolitics-65,Ukraine officially agrees to a US backed ceasefire framework,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1323366,geopolitics-65,Ukraine officially agrees to a US backed ceasefire framework,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
734115,geopolitics-66,Ukraine election called,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
610380,geopolitics-66,Ukraine election called,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2261102,geopolitics-66,Ukraine election called,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
701367,geopolitics-67,Will Zelenskyy talk to Put,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
705780,geopolitics-67,Will Zelenskyy talk to Put,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1301527,geopolitics-67,Will Zelenskyy talk to Put,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1069183,geopolitics-67,Will Zelenskyy talk to Put,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1069184,geopolitics-67,Will Zelenskyy talk to Put,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
610376,geopolitics-68,Will Ukraine recapture Crimean territory,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2374271,geopolitics-68,Will Ukraine recapture Crimean territory,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
576154,geopolitics-69,U.S. x Russia Nuclear deal,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
904730,geopolitics-69,U.S. x Russia Nuclear deal,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
904731,geopolitics-69,U.S. x Russia Nuclear deal,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1918966,geopolitics-70,Ukraine peace referendum scheduled,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1918981,geopolitics-70,Ukraine peace referendum scheduled,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1031504,geopolitics-70,Ukraine peace referendum scheduled,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1059336,geopolitics-70,Ukraine peace referendum scheduled,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1059337,geopolitics-70,Ukraine peace referendum scheduled,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1124829,geopolitics-71,EU/NATO country announces peacekeeping force,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1048246,geopolitics-71,EU/NATO country announces peacekeeping force,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2155170,geopolitics-72,Russia x Ukraine diplomatic meeting,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2155171,geopolitics-72,Russia x Ukraine diplomatic meeting,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2155172,geopolitics-72,Russia x Ukraine diplomatic meeting,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2264325,geopolitics-73,Russia x Ukraine ceasefire,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2264326,geopolitics-73,Russia x Ukraine ceasefire,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2264327,geopolitics-73,Russia x Ukraine ceasefire,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2264328,geopolitics-73,Russia x Ukraine ceasefire,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
589648,geopolitics-74,Will the U.S. invade Venezuela,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
956450,geopolitics-74,Will the U.S. invade Venezuela,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
663544,geopolitics-74,Will the U.S. invade Venezuela,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1107737,geopolitics-74,Will the U.S. invade Venezuela,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1106815,geopolitics-75,Will María Corina Machado enter Venezuela,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1223511,geopolitics-75,Will María Corina Machado enter Venezuela,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1094735,geopolitics-75,Will María Corina Machado enter Venezuela,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1483606,geopolitics-75,Will María Corina Machado enter Venezuela,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1106813,geopolitics-75,Will María Corina Machado enter Venezuela,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1540956,geopolitics-75,Will María Corina Machado enter Venezuela,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
1845280,geopolitics-75,Will María Corina Machado enter Venezuela,IMPLIES,6,high,"Same event, different deadlines; earlier deadline is subset of later."
1845281,geopolitics-75,Will María Corina Machado enter Venezuela,IMPLIES,7,high,"Same event, different deadlines; earlier deadline is subset of later."
1096292,geopolitics-76,Nicolás Maduro released from custody,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1096293,geopolitics-76,Nicolás Maduro released from custody,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1097263,geopolitics-76,Nicolás Maduro released from custody,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1107424,geopolitics-77,Another US strike on Venezuela,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1096279,geopolitics-77,Another US strike on Venezuela,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1097350,geopolitics-77,Another US strike on Venezuela,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1097352,geopolitics-77,Another US strike on Venezuela,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1107423,geopolitics-77,Another US strike on Venezuela,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1096294,geopolitics-78,Cilia Flores released from custody,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1096295,geopolitics-78,Cilia Flores released from custody,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1097262,geopolitics-78,Cilia Flores released from custody,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1096705,geopolitics-79,US forces,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1096654,geopolitics-79,US forces,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1399380,geopolitics-79,US forces,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1106788,geopolitics-79,US forces,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1115092,geopolitics-80,Delcy Rodríguez out as leader of Venezuela,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1114326,geopolitics-80,Delcy Rodríguez out as leader of Venezuela,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1114327,geopolitics-80,Delcy Rodríguez out as leader of Venezuela,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1097100,geopolitics-81,Venezuela election scheduled,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1097101,geopolitics-81,Venezuela election scheduled,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1301552,geopolitics-81,Venezuela election scheduled,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1244011,geopolitics-82,Will Trump meet with Delcy Rodríguez,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1117833,geopolitics-82,Will Trump meet with Delcy Rodríguez,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1795886,geopolitics-82,Will Trump meet with Delcy Rodríguez,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1707932,geopolitics-83,Will the Iranian regime fall,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
958443,geopolitics-83,Will the Iranian regime fall,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1394086,geopolitics-84,Will Reza Pahlavi enter Iran,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1139293,geopolitics-84,Will Reza Pahlavi enter Iran,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1198710,geopolitics-84,Will Reza Pahlavi enter Iran,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1198709,geopolitics-84,Will Reza Pahlavi enter Iran,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1662841,geopolitics-84,Will Reza Pahlavi enter Iran,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1707943,geopolitics-84,Will Reza Pahlavi enter Iran,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
1090199,geopolitics-84,Will Reza Pahlavi enter Iran,IMPLIES,6,high,"Same event, different deadlines; earlier deadline is subset of later."
1535973,geopolitics-85,Iran leadership change,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1535970,geopolitics-85,Iran leadership change,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1535971,geopolitics-85,Iran leadership change,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1535972,geopolitics-85,Iran leadership change,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1708132,geopolitics-85,Iran leadership change,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1708133,geopolitics-85,Iran leadership change,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
1544750,geopolitics-86,Mojtaba Khamenei seen,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1544751,geopolitics-86,Mojtaba Khamenei seen,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1544752,geopolitics-86,Mojtaba Khamenei seen,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1576159,geopolitics-86,Mojtaba Khamenei seen,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1707993,geopolitics-86,Mojtaba Khamenei seen,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2364516,geopolitics-86,Mojtaba Khamenei seen,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
1495181,geopolitics-87,Internet Access restored,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1495182,geopolitics-87,Internet Access restored,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1559658,geopolitics-87,Internet Access restored,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1559713,geopolitics-87,Internet Access restored,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1831356,geopolitics-87,Internet Access restored,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1831357,geopolitics-87,Internet Access restored,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
2242020,geopolitics-87,Internet Access restored,IMPLIES,6,high,"Same event, different deadlines; earlier deadline is subset of later."
2242023,geopolitics-87,Internet Access restored,IMPLIES,7,high,"Same event, different deadlines; earlier deadline is subset of later."
1552200,geopolitics-88,Mojtaba Khamenei leaves Iran,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1552201,geopolitics-88,Mojtaba Khamenei leaves Iran,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1708361,geopolitics-88,Mojtaba Khamenei leaves Iran,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1708362,geopolitics-88,Mojtaba Khamenei leaves Iran,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1138909,geopolitics-89,Masoud Pezeshkian out,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1138907,geopolitics-89,Masoud Pezeshkian out,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1707560,geopolitics-89,Masoud Pezeshkian out,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1138908,geopolitics-89,Masoud Pezeshkian out,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1554168,geopolitics-90,Will Trump talk to Mojtaba Khamenei,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1707860,geopolitics-90,Will Trump talk to Mojtaba Khamenei,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2099105,geopolitics-90,Will Trump talk to Mojtaba Khamenei,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1720336,geopolitics-90,Will Trump talk to Mojtaba Khamenei,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1581306,geopolitics-91,Kharg Island no longer under Iranian control,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1797309,geopolitics-91,Kharg Island no longer under Iranian control,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1611267,geopolitics-91,Kharg Island no longer under Iranian control,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1708109,geopolitics-91,Kharg Island no longer under Iranian control,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1708086,geopolitics-91,Kharg Island no longer under Iranian control,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2167541,geopolitics-92,Iran closes its airspace,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2167542,geopolitics-92,Iran closes its airspace,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2133404,geopolitics-92,Iran closes its airspace,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2166353,geopolitics-92,Iran closes its airspace,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2241871,geopolitics-92,Iran closes its airspace,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2241872,geopolitics-92,Iran closes its airspace,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
2241873,geopolitics-92,Iran closes its airspace,IMPLIES,6,high,"Same event, different deadlines; earlier deadline is subset of later."
2296135,geopolitics-92,Iran closes its airspace,IMPLIES,7,high,"Same event, different deadlines; earlier deadline is subset of later."
2133405,geopolitics-92,Iran closes its airspace,IMPLIES,8,high,"Same event, different deadlines; earlier deadline is subset of later."
2296150,geopolitics-92,Iran closes its airspace,IMPLIES,9,high,"Same event, different deadlines; earlier deadline is subset of later."
2241742,geopolitics-92,Iran closes its airspace,IMPLIES,10,high,"Same event, different deadlines; earlier deadline is subset of later."
1170143,geopolitics-93,Will the US officially declare war on Iran,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1707316,geopolitics-93,Will the US officially declare war on Iran,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1170144,geopolitics-93,Will the US officially declare war on Iran,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2002562,geopolitics-94,Israel x Iran permanent peace deal,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2002563,geopolitics-94,Israel x Iran permanent peace deal,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2126515,geopolitics-94,Israel x Iran permanent peace deal,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
